Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-06-13,Bihar,ladiesfinger,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-13,Bihar,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-13,Bihar,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-13,Bihar,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-13,Bihar,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
2024-06-13,Bihar,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-13,Bihar,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-13,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-13,Bihar,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-14,Bihar,onionbig,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
2024-06-14,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-14,Bihar,tomato,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2024-06-14,Bihar,greenchili,Green Chilli,84,97 - 107,101 - 139,1kg,resource/images/vegetables/greenchili-64.png
2024-06-14,Bihar,beetroot,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-06-14,Bihar,potato,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
2024-06-14,Bihar,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-06-14,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-14,Bihar,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-14,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-14,Bihar,babycorn,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
2024-06-14,Bihar,bananaflower,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-14,Bihar,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-06-14,Bihar,bittergourd,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-14,Bihar,bottlegourd,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-14,Bihar,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-14,Bihar,broadbeans,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-14,Bihar,cabbage,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-06-14,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-06-14,Bihar,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-14,Bihar,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-14,Bihar,coconut,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
2024-06-14,Bihar,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-14,Bihar,colocasia,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
2024-06-14,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-14,Bihar,corn,Corn,33,38 - 42,40 - 54,1kg,resource/images/vegetables/corn-64.png
2024-06-14,Bihar,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-06-14,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-14,Bihar,dillleaves,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-14,Bihar,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-14,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-14,Bihar,brinjalbig,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-14,Bihar,elephantyam,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-14,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-14,Bihar,frenchbeans,French Beans,174,200 - 221,209 - 287,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-14,Bihar,garlic,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
2024-06-14,Bihar,ginger,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-06-14,Bihar,oniongreen,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-14,Bihar,greenpeas,Green Peas,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-14,Bihar,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-14,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-06-14,Bihar,mangoraw,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-14,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-14,Bihar,mushroom,Mushroom,72,83 - 91,86 - 119,1kg,resource/images/vegetables/mushroom-64.png
2024-06-14,Bihar,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-14,Bihar,ladiesfinger,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-14,Bihar,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-14,Bihar,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-14,Bihar,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-14,Bihar,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
2024-06-14,Bihar,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-14,Bihar,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-14,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-14,Bihar,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-15,Bihar,onionbig,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
2024-06-15,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-15,Bihar,tomato,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2024-06-15,Bihar,greenchili,Green Chilli,84,97 - 107,101 - 139,1kg,resource/images/vegetables/greenchili-64.png
2024-06-15,Bihar,beetroot,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-06-15,Bihar,potato,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
2024-06-15,Bihar,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-06-15,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-15,Bihar,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-15,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-15,Bihar,babycorn,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
2024-06-15,Bihar,bananaflower,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-15,Bihar,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-06-15,Bihar,bittergourd,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-15,Bihar,bottlegourd,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-15,Bihar,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-15,Bihar,broadbeans,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-15,Bihar,cabbage,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-06-15,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-06-15,Bihar,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-15,Bihar,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-15,Bihar,coconut,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
2024-06-15,Bihar,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-15,Bihar,colocasia,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
2024-06-15,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-15,Bihar,corn,Corn,33,38 - 42,40 - 54,1kg,resource/images/vegetables/corn-64.png
2024-06-15,Bihar,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-06-15,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-15,Bihar,dillleaves,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-15,Bihar,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-15,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-15,Bihar,brinjalbig,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-15,Bihar,elephantyam,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-15,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-15,Bihar,frenchbeans,French Beans,174,200 - 221,209 - 287,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-15,Bihar,garlic,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
2024-06-15,Bihar,ginger,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-06-15,Bihar,oniongreen,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-15,Bihar,greenpeas,Green Peas,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-15,Bihar,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-15,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-06-15,Bihar,mangoraw,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-15,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-15,Bihar,mushroom,Mushroom,72,83 - 91,86 - 119,1kg,resource/images/vegetables/mushroom-64.png
2024-06-15,Bihar,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-15,Bihar,ladiesfinger,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-15,Bihar,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-15,Bihar,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-15,Bihar,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-15,Bihar,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
2024-06-15,Bihar,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-15,Bihar,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-15,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-15,Bihar,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-16,Bihar,onionbig,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
2024-06-16,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-16,Bihar,tomato,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2024-06-16,Bihar,greenchili,Green Chilli,84,97 - 107,101 - 139,1kg,resource/images/vegetables/greenchili-64.png
2024-06-16,Bihar,beetroot,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-06-16,Bihar,potato,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
2024-06-16,Bihar,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-06-16,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-16,Bihar,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-16,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-16,Bihar,babycorn,Baby Corn,47,54 - 60,56 - 78,1kg,resource/images/vegetables/babycorn-64.png
2024-06-16,Bihar,bananaflower,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-16,Bihar,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-06-16,Bihar,bittergourd,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-16,Bihar,bottlegourd,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-16,Bihar,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-16,Bihar,broadbeans,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-16,Bihar,cabbage,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-06-16,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-06-16,Bihar,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-16,Bihar,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-16,Bihar,coconut,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
2024-06-16,Bihar,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-16,Bihar,colocasia,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
2024-06-16,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-16,Bihar,corn,Corn,33,38 - 42,40 - 54,1kg,resource/images/vegetables/corn-64.png
2024-06-16,Bihar,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-06-16,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-16,Bihar,dillleaves,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-16,Bihar,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-16,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-16,Bihar,brinjalbig,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-16,Bihar,elephantyam,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-16,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-16,Bihar,frenchbeans,French Beans,174,200 - 221,209 - 287,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-16,Bihar,garlic,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
2024-06-16,Bihar,ginger,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-06-16,Bihar,oniongreen,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-16,Bihar,greenpeas,Green Peas,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-16,Bihar,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-16,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-06-16,Bihar,mangoraw,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-16,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-16,Bihar,mushroom,Mushroom,72,83 - 91,86 - 119,1kg,resource/images/vegetables/mushroom-64.png
2024-06-16,Bihar,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-16,Bihar,ladiesfinger,Ladies Finger,48,55 - 61,58 - 79,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-16,Bihar,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-16,Bihar,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-16,Bihar,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-16,Bihar,shallot,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
2024-06-16,Bihar,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-16,Bihar,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-16,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-16,Bihar,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-17,Bihar,onionbig,Onion Big,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionbig-64.png
2024-06-17,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-17,Bihar,tomato,Tomato,42,48 - 53,50 - 69,1kg,resource/images/vegetables/tomato-64.png
2024-06-17,Bihar,greenchili,Green Chilli,60,69 - 76,72 - 99,1kg,resource/images/vegetables/greenchili-64.png
2024-06-17,Bihar,beetroot,Beetroot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/beetroot-64.png
2024-06-17,Bihar,potato,Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/potato-64.png
2024-06-17,Bihar,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-17,Bihar,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-17,Bihar,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-17,Bihar,ashgourd,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-17,Bihar,babycorn,Baby Corn,54,62 - 69,65 - 89,1kg,resource/images/vegetables/babycorn-64.png
2024-06-17,Bihar,bananaflower,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-17,Bihar,capsicum,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2024-06-17,Bihar,bittergourd,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-17,Bihar,bottlegourd,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-17,Bihar,butterbeans,Butter Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-17,Bihar,broadbeans,Broad Beans,66,76 - 84,79 - 109,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-17,Bihar,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-17,Bihar,carrot,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
2024-06-17,Bihar,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-17,Bihar,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-17,Bihar,coconut,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-17,Bihar,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-17,Bihar,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-06-17,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-17,Bihar,corn,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
2024-06-17,Bihar,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-06-17,Bihar,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-17,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-17,Bihar,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-17,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-06-17,Bihar,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-17,Bihar,elephantyam,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-17,Bihar,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-17,Bihar,frenchbeans,French Beans,110,127 - 140,132 - 182,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-17,Bihar,garlic,Garlic,242,278 - 307,290 - 399,1kg,resource/images/vegetables/garlic-64.png
2024-06-17,Bihar,ginger,Ginger,133,153 - 169,160 - 219,1kg,resource/images/vegetables/ginger-64.png
2024-06-17,Bihar,oniongreen,Onion Green,46,53 - 58,55 - 76,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-17,Bihar,greenpeas,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-17,Bihar,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-17,Bihar,lemon,Lemon (Lime),106,122 - 135,127 - 175,1kg,resource/images/vegetables/lemon-64.png
2024-06-17,Bihar,mangoraw,Mango Raw,38,44 - 48,46 - 63,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-17,Bihar,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-17,Bihar,mushroom,Mushroom,83,95 - 105,100 - 137,1kg,resource/images/vegetables/mushroom-64.png
2024-06-17,Bihar,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-17,Bihar,ladiesfinger,Ladies Finger,43,49 - 55,52 - 71,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-17,Bihar,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-17,Bihar,radish,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-06-17,Bihar,ridgegourd,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-17,Bihar,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-06-17,Bihar,snakegourd,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-17,Bihar,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
